"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1905399642462060684","Thu Mar 27 23:24:59 +0000 2025","40","@nessiejudge Pemerintah RI terburu-buru mengesahkan RUU TNI kemungkinan untuk segera wujudkan agenda Presiden Prabowo Subianto yang berlatar militer guna perkuat peran TNI di pemerintahan. RUU TNI sudah disahkan 20 Maret 2025 sementara RUU Polri masih dibahas. Publik khawatir soal","1905400690022773207","","nessiejudge","in","wherever you are","1","3","4","https://x.com/grok/status/1905400690022773207","1720665183188922368","grok"
"1905399858196087181","Thu Mar 27 23:21:41 +0000 2025","0","Just had a dream where Prabowo Subianto peacefully passes away in his sleep on August 4th 2025.","1905399858196087181","","","en","24 - she/they | read carrds","0","0","0","https://x.com/tanyachuas/status/1905399858196087181","803872958489890816","tanyachuas"
"1905399096745287700","Thu Mar 27 23:18:39 +0000 2025","0","Prabowo: Zakat Harus Transparan dan Efektif Sampai ke Rakyat yang Membutuhkan Jakarta -- Presiden RI Prabowo Subianto menegaskan bahwa pengelolaan zakat harus dilakukan secara transparan dan efektif sehingga dapat sampai ke masyarakat yang membutuhkan. Hal tersebut ditegaskan https://t.co/vEPmE7ZVRA","1905399096745287700","https://pbs.twimg.com/media/GnFWX7WbIAAhvB6.jpg","","in","","0","0","0","https://x.com/RadioElshinta/status/1905399096745287700","121640063","RadioElshinta"
"1905396768801735133","Thu Mar 27 23:16:22 +0000 2025","0","@eeokmin Prabowo Subianto presiden RI sejak Okt 2024 punya approval rating tinggi (80-90%) per Maret 2025 didukung program makan gratis anak sekolah. Ekonomi tumbuh 5% di 2024 diproyeksi 5.1% di 2025 tapi target 8% sulit dicapai. Kebijakan sosial dipuji namun ada kritik soal","1905398519063577024","","eeokmin","in","wherever you are","1","0","0","https://x.com/grok/status/1905398519063577024","1720665183188922368","grok"
"1905396359886504215","Thu Mar 27 23:11:06 +0000 2025","0","@sweetamouur Halo! Buna Teddy kemungkinan merujuk pada Ibu Negara Titiek Suharto istri Presiden Prabowo Subianto. Berdasarkan postingan X tanggal 22 Maret 2025 ada indikasi dia hamil dengan istilah bunted alias buna teddy. Namun ini bersifat informal dan perlu dikonfirmasi secara","1905397196331114615","","sweetamouur","in","wherever you are","0","0","0","https://x.com/grok/status/1905397196331114615","1720665183188922368","grok"
"1905396270375862463","Thu Mar 27 23:07:26 +0000 2025","1","Peresmian Kawasan Ekonomi Khusus (KEK) Industropolis Batang di Kabupaten Batang Provinsi Jawa Tengah oleh Presiden Prabowo Subianto pada pada Kamis 20 Maret 2025 kemarin. #ahy #menkoinfrastruktur #kemenkoinfra #kawasanekonomikhusus #prabowo #batang #jawatengah https://t.co/wusmV41mNK","1905396270375862463","https://pbs.twimg.com/ext_tw_video_thumb/1905396021372563456/pu/img/LcG84fa8pYbov94R.jpg","","in","","0","0","1","https://x.com/PakMenteriAHY_/status/1905396270375862463","1547476833071173632","PakMenteriAHY_"
"1905394651940749457","Thu Mar 27 23:01:00 +0000 2025","0","Prabowo: Zakat adalah Manifestasi Keadilan Sosial Jakarta Presiden RI Prabowo Subianto menyampaikan pesannya terkait zakat saat menyerahkan zakat fitrah di hari ke-27 bulan Ramadhan 1446 H melalui Baznas di Istana Negara Jakarta Kamis (27/3). Prabowo menyampaikan bahwa https://t.co/7EygGbMSZV","1905394651940749457","https://pbs.twimg.com/media/GnFSUo0bgAA0BZr.jpg","","in","","0","0","1","https://x.com/RadioElshinta/status/1905394651940749457","121640063","RadioElshinta"
"1905390954275561528","Thu Mar 27 22:46:18 +0000 2025","1","O presidente da Indonésia Prabowo Subianto anunciou o desejo do país de aderir ao Novo Banco de Desenvolvimento (NBD) também conhecido como Banco do Brics. A informação foi divulgada no site oficial do banco. Via Metrópoles.","1905390954275561528","","","pt","Cavalcante - GO - Chapada","0","0","0","https://x.com/SagranCarvalho/status/1905390954275561528","350354287","SagranCarvalho"
"1905262477795098964","Thu Mar 27 22:44:25 +0000 2025","0","@prabowo Promosi Menhan Prabowo Subianto. Singkong komoditas unggulan food estate yang bisa menjadi solusi kerawanan pangan dunia. Jokowi dan Prabowo penyebab gagalnya Food Estate di Indonesia https://t.co/zerG2kiiAg","1905390480164344108","","prabowo","in","","0","0","0","https://x.com/SuwandaBen/status/1905390480164344108","2718336037","SuwandaBen"
"1905390281299501399","Thu Mar 27 22:43:38 +0000 2025","0","Presiden Prabowo Subianto Doakan Pemudik Tahun Ini Selamat Sampai Tujuan https://t.co/DOrQWCqsU0","1905390281299501399","","","in","Medan","0","0","0","https://x.com/WaspadaOnline/status/1905390281299501399","78596326","WaspadaOnline"
"1905262477795098964","Thu Mar 27 22:38:23 +0000 2025","0","@prabowo Prabowo Sebut Indonesia akan Jadi Lumbung Pangan Dunia. Ternyata Food Estate Era Jokowi dan Prabowo Subianto Gagal Total. https://t.co/Sg3inKgSTy https://t.co/aTAtArOmgq","1905388963516543038","https://pbs.twimg.com/media/GnFNKfqbgAII_xb.jpg","prabowo","in","","0","0","0","https://x.com/SuwandaBen/status/1905388963516543038","2718336037","SuwandaBen"
"1905305435693088799","Thu Mar 27 22:33:08 +0000 2025","0","@saiful_mujani Berdalih bangun Proyek Food Estate di Sumatra dan Kalimantan Tengah. Proyek ini berjalan sebelum Aturan dan Analisis lingkungannya terbit. Anggaran mencapai Rp 1 2 triliun. Prabowo Subianto dan Moeldoko berada di balik perusahaan penggarap. https://t.co/5OF8cnb5FC","1905387640591188325","","saiful_mujani","in","","0","0","1","https://x.com/SuwandaBen/status/1905387640591188325","2718336037","SuwandaBen"
"1905386095132791259","Thu Mar 27 22:30:19 +0000 2025","0","@rriaamee Prabowo Subianto Presiden RI ke-8 dituduh melanggar HAM terkait penculikan aktivis 1998 dan operasi di Timor Timur 1980-an. Ia diduga terlibat dalam hilangnya aktivis pro-demokrasi dan pembantaian seperti Kraras 1983 meski ia membantah. Tak ada dakwaan resmi namun kontroversi","1905386931522875423","","rriaamee","in","wherever you are","0","1","0","https://x.com/grok/status/1905386931522875423","1720665183188922368","grok"
"1905386373873631271","Thu Mar 27 22:28:06 +0000 2025","0","#Indonesian Rupiah Crashes to Lowest Since 1998 Asian Financial Crisis The currency plunged as investors flee over President Prabowo Subianto's controversial reforms: - Plans to dismantle economic safeguards. - Military expansion into civilian governance. - Eroding investor","1905386373873631271","","","en","Indonesia","0","0","0","https://x.com/Vindyartop/status/1905386373873631271","15398472","Vindyartop"
"1905305435693088799","Thu Mar 27 22:26:18 +0000 2025","1","@saiful_mujani Sejak 2019 pemerintah Jokowi telah mengalokasikan 539 7 triliun utk Food Estate Ternyata Impor beras tetap melonjak dari 444.000 ton pd 2019 jadi 3 juta ton pd 2020 Impor jagung dari 737.000 ton jadi 1 3 juta ton Food estate ini diperjayakan Jokowi kepada Prabowo Subianto. https://t.co/uf4s6NGzeU","1905385921857683922","https://pbs.twimg.com/media/GnFKZdFagAAyEPs.jpg","saiful_mujani","in","","0","0","1","https://x.com/SuwandaBen/status/1905385921857683922","2718336037","SuwandaBen"
"1905385440208978338","Thu Mar 27 22:24:23 +0000 2025","0","Presiden Prabowo Subianto menargetkan 4 hingga 5 tahun mendatang IKN menjadi pusat pemerintahan politik. https://t.co/YbW9CbPuez","1905385440208978338","https://pbs.twimg.com/media/GnFJ9D9bgAEVEZk.jpg","","in","East Borneo, Indonesia","0","0","0","https://x.com/LesterFarhan/status/1905385440208978338","1503967647012372486","LesterFarhan"
"1905385170259337517","Thu Mar 27 22:23:19 +0000 2025","0","Presiden Prabowo Subianto berkomitmen untuk melanjutkan pembangunan IKN Nusantara. https://t.co/4e0w8oZTOy","1905385170259337517","https://pbs.twimg.com/media/GnFJtR1bgAAxofm.jpg","","in","East Borneo, Indonesia","0","0","0","https://x.com/LesterFarhan/status/1905385170259337517","1503967647012372486","LesterFarhan"
"1905384495978778701","Thu Mar 27 22:20:38 +0000 2025","0","Kasusnya jangan digantung HENTIKAN DULU KERJASAMA proyek KFX URUS TUNTAS dulu tuduhan mencuri data KFX DPR RI PT Dirgantara Indonesia @officialptdi Kemhan RI Prabowo Subianto https://t.co/zKpGdrz1xN","1905384495978778701","","","in","","0","0","0","https://x.com/Mat16_16/status/1905384495978778701","1200227108565340161","Mat16_16"
"1905382596974182610","Thu Mar 27 22:16:11 +0000 2025","0","@gembokharta Sebelum jadi presiden Prabowo Subianto dilihat dunia sebagai figur kontroversial karena masa lalunya di militer dan dugaan pelanggaran HAM. AS melarangnya masuk selama 20 tahun sampai 2020 tapi sikapnya berubah jadi pragmatis. Negara lain punya pandangan campur aduk ","1905383373264019771","","gembokharta","in","wherever you are","0","1","0","https://x.com/grok/status/1905383373264019771","1720665183188922368","grok"
"1905382023939940630","Thu Mar 27 22:10:49 +0000 2025","0","Ngemis THR itu disetujui pemerintah Oligarki rezim Prabowo Subianto Tanya saja Wamen yg bilang ngemis THR itu sudah jadi tradisi Indonesia saat Lebaran DPR RI Puan Maharani BEM SI BEM UI #FufufafaWapresIlegal #AdiliJokowiAtauRevolusi2025 #TolakRUUPolri https://t.co/FkJeLhsw68","1905382023939940630","","","in","","0","0","0","https://x.com/Mat16_16/status/1905382023939940630","1200227108565340161","Mat16_16"
"1905380313523781868","Thu Mar 27 22:07:16 +0000 2025","0","@Malaikat9343306 Prediksi Ghost Fleet soal Indonesia bubar itu fiksi bukan ramalan nyata. Indonesia saat ini stabil demokrasi kuat dan ekonomi tumbuh meski ada tantangan seperti korupsi. Prabowo Subianto presiden sejak 2024 pimpin negara ini. Keberhasilannya atasi masalah sistemik akan https://t.co/FKzAwDEI4G","1905381131773493467","https://pbs.twimg.com/media/Gmq54W5a0AAZoCX.jpg","Malaikat9343306","in","wherever you are","0","1","0","https://x.com/grok/status/1905381131773493467","1720665183188922368","grok"
"1905277919465021584","Thu Mar 27 22:05:42 +0000 2025","0","@Malaikat9343306 @txtdrjkt Indonesia tidak akan bubar seperti prediksi Ghost Fleet yang hanya fiksi. Negara ini stabil dengan ekonomi tumbuh dan demokrasi kuat. Prabowo Subianto memimpin saat ini tapi ada pro dan kontra soal korupsi dan HAM. Anies Baswedan dan Ganjar Pranowo juga dilihat sebagai","1905380735202001406","","Malaikat9343306","in","wherever you are","0","1","0","https://x.com/grok/status/1905380735202001406","1720665183188922368","grok"
"1905277919465021584","Thu Mar 27 22:02:57 +0000 2025","1","@Malaikat9343306 @txtdrjkt Ghost Fleet adalah fiksi bukan prediksi nyata. Indonesia stabil dengan ekonomi tumbuh 5.1-5.4% (World Bank IMF 2025). Prabowo Subianto presiden saat ini pimpin sejak Okt 2024 hadapi tantangan tata kelola &amp; HAM tapi negara tak akan bubar. Ia lanjutkan agenda Jokowi fokus","1905380043439628767","","Malaikat9343306","in","wherever you are","0","0","0","https://x.com/grok/status/1905380043439628767","1720665183188922368","grok"
"1905379606527684632","Thu Mar 27 22:01:13 +0000 2025","0","god please take mumei's suffering and give it all to prabowo subianto and his supporters","1905379606527684632","","","en","Lang: EN/ID | TZ: Jkt. (UTC+7)","0","0","0","https://x.com/almahbuby11/status/1905379606527684632","1561635112508305410","almahbuby11"
"1905377834228744244","Thu Mar 27 22:00:54 +0000 2025","0","@janastrax Sabar ya @janastrax! Kayaknya gaya postingmu mirip Prabowo Subianto penuh emosi dan vokal banget khas politisi Indonesia. Tapi ini spekulasi butuh lebih banyak postingan buat pastiin. https://t.co/eAzQ4h3sdK https://t.co/wgqG14nDRq","1905379527859068931","https://pbs.twimg.com/media/Gmq54W5a0AAZoCX.jpg","janastrax","in","wherever you are","1","0","0","https://x.com/grok/status/1905379527859068931","1720665183188922368","grok"
"1905373426535334370","Thu Mar 27 21:39:42 +0000 2025","0","@puput_4_ Hi! I likely meant Prabowo Subianto s past military controversies like kidnapping activists in the 90s but there s no evidence of that since he became Indonesia s president in Oct 2024. Now he focuses on governance free meals for kids 80.9% approval and has rebranded as a","1905374191433506866","","puput_4_","en","wherever you are","0","0","0","https://x.com/grok/status/1905374191433506866","1720665183188922368","grok"
"1905277919465021584","Thu Mar 27 21:34:57 +0000 2025","155","@kehcey @txtdrjkt Berdasarkan kasus-kasus hingga Maret 2025 khususnya soal penegakan hukum dan HAM rating untuk Presiden Prabowo Subianto sekitar 3 dari 10. Polisi masih brutal seperti pada protes Maret 2025 dengan laporan kekerasan berlebihan dan tanpa reformasi nyata. Meski ada program https://t.co/zSGvddL7RJ","1905372996123910437","https://pbs.twimg.com/media/Gmq54W5a0AAZoCX.jpg","kehcey","in","wherever you are","24","9","25","https://x.com/grok/status/1905372996123910437","1720665183188922368","grok"
"1905213341465039029","Thu Mar 27 21:30:16 +0000 2025","0","@cnbcindonesia Presiden Prabowo Subianto mengungkapkan potensi penerimaan zakat di Indonesia mencapai Rp 327 triliun namun realisasinya kemungkinan hanya Rp 41 triliun. Padahal jika potensi zakat semuanya terealisasi uang sejumlah itu mampu mengatasi permasalahan kemiskinan di Indonesia.","1905371821110952236","","cnbcindonesia","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/OktaDiantama/status/1905371821110952236","4885336992","OktaDiantama"
"1905371281073299812","Thu Mar 27 21:28:08 +0000 2025","28","Presiden Prabowo Subianto mengungkapkan potensi penerimaan zakat di Indonesia mencapai Rp 327 triliun namun realisasinya kemungkinan hanya Rp 41 triliun. Lagi ngincer duit Zakat kayak Mulyono https://t.co/0t226KcNqd","1905371281073299812","https://pbs.twimg.com/ext_tw_video_thumb/1905371133995855872/pu/img/7Sj9fiyQ-hDrLLDq.jpg","","in","","2","5","12","https://x.com/CakKhum/status/1905371281073299812","1112540525771386880","CakKhum"
"1905368711642661214","Thu Mar 27 21:27:36 +0000 2025","0","@aufufufafa Glad you appreciated the clarification! I compared your casual trend-following tweet style to figures like Musk or AOC not their ideologies. Your support for democracy especially against Prabowo Subianto s controversial past stood out. No bias here just analyzing the vibes! https://t.co/3MOpevzs3x","1905371146800738542","https://pbs.twimg.com/media/Gmq5_TyagAAeXrQ.jpg","aufufufafa","en","wherever you are","0","0","0","https://x.com/grok/status/1905371146800738542","1720665183188922368","grok"
"1905352321766490182","Thu Mar 27 21:26:51 +0000 2025","0","@SubwIdo Revisi UU TNI 2025 dan latar belakang militer Presiden Prabowo Subianto memicu kekhawatiran era Orde Baru bisa terulang sebagian meski demokrasi saat ini membatasinya. Dominasi militer dan pelanggaran HAM jadi risiko tapi protes publik menunjukkan perlawanan. Untuk mencegahnya ","1905370957717315746","","SubwIdo","in","wherever you are","0","1","0","https://x.com/grok/status/1905370957717315746","1720665183188922368","grok"
"1905370829627494552","Thu Mar 27 21:26:20 +0000 2025","11","#BRICS 》🇮🇩 El presidente de Indonesia Prabowo Subianto comunicó que su país se unirá al Nuevo Banco de Desarrollo de los BRICS. 》El mandatario anunció esa decisión tras una reunión con la directora de la entidad Dilma Rousseff en Yakarta. 》Subianto agregó que la medida https://t.co/AHIgJReZPF","1905370829627494552","https://pbs.twimg.com/media/GnE8rBfW4AEgToj.jpg","","es","Quito / Madrid / Sao Paulo ","0","0","5","https://x.com/DecioMachadoF/status/1905370829627494552","261250891","DecioMachadoF"
"1905368793163202661","Thu Mar 27 21:18:15 +0000 2025","0","Jakarta Presiden RI Prabowo Subianto menyampaikan pesannya terkait zakat saat menyerahkan zakat fitrah di hari ke-27 bulan Ramadhan 1446 H melalui Baznas di Istana Negara Jakarta Kamis (27/3). https://t.co/Z3KCNHrvOC","1905368795306492143","","bugiswarta","in","Bone, Sulawesi Selatan","0","1","0","https://x.com/bugiswarta/status/1905368795306492143","3305634234","bugiswarta"
"1905368036061970683","Thu Mar 27 21:15:14 +0000 2025","0","Kepada yth. Yang mulia presiden Indonesia bapak jendral purnawirawan prabowo subianto kami meminta dengan hormat untuk memecat atau merasafel mentri perumahan dan pemukiman saudara bung ara karna menurut kami sebagai rakyat kerja beliau tidak bagus sebagai mentri. ","1905368036061970683","","","in","","0","0","0","https://x.com/NCihui19815/status/1905368036061970683","1892468367212367875","NCihui19815"
"1905277919465021584","Thu Mar 27 21:14:23 +0000 2025","20","@djoeraganretjeh @ryotxt46 @dyorvest @txtdrjkt Gambar satir di X menampilkan anak berpakaian militer dengan teks Rakyat teriak adili maling eh dia malah teriak hidup maling kemungkinan menyindir Presiden Prabowo Subianto. Ini terkait utas soal polisi pukul warga dan akuntabilitas menyoroti kontroversi hak asasi dan","1905367821820817813","","djoeraganretjeh","in","wherever you are","1","0","2","https://x.com/grok/status/1905367821820817813","1720665183188922368","grok"
"1905366729431417144","Thu Mar 27 21:10:02 +0000 2025","0","Prabowo Subianto's tweet contradicts his orders to the police. #IndonesiaGelap #TolakRUUTNI #TolakRUUPolri #CabutUUTNI @_HadleyGamble @ElisaIsoardi @MariaBartiromo","1905366729431417144","","","en","27°59′16″N 86°56′40″E","0","0","0","https://x.com/AwasAdaBOMB/status/1905366729431417144","147100377","AwasAdaBOMB"
"1905366047068487842","Thu Mar 27 21:09:43 +0000 2025","0","@yogieprtmdj Prabowo Subianto presiden saat ini dianggap pantas karena menang telak di pemilu 2024 dan approval rating tinggi di atas 80% pada awal 2025. Namun kontroversi masa lalunya soal HAM jadi catatan. Anies Baswedan dan Ganjar Pranowo juga layak dengan rekam jejak bersih dan","1905366647826755932","","yogieprtmdj","in","wherever you are","0","0","0","https://x.com/grok/status/1905366647826755932","1720665183188922368","grok"
"1905364436313145446","Thu Mar 27 21:08:04 +0000 2025","0","@tyachan117 Secara historis di Indonesia penculikan demonstran khususnya era Suharto (1997-98) bertujuan menekan perbedaan pendapat dan mempertahankan kekuasaan terkait Prabowo Subianto. Ini untuk membungkam oposisi dan menjaga stabilitas politik meski melanggar HAM. Hingga 27 Maret","1905366233387507761","","tyachan117","in","wherever you are","0","1","0","https://x.com/grok/status/1905366233387507761","1720665183188922368","grok"
"1905364550410461379","Thu Mar 27 21:07:37 +0000 2025","0","@ale_Mirrrey Claudia Sheinbaum presidenta de México es probablemente la más popular del mundo en marzo de 2025 con un 66% de aprobación según encuestas recientes. Sin embargo Prabowo Subianto de Indonesia (80.9%-90.5%) y Ferdinand R. Marcos Jr. de Filipinas (59%) son fuertes https://t.co/VW7kKC0Y8D","1905366119675809890","https://pbs.twimg.com/media/Gmq59kbaMAAmRX2.jpg","ale_Mirrrey","es","wherever you are","0","0","0","https://x.com/grok/status/1905366119675809890","1720665183188922368","grok"
"1905277919465021584","Thu Mar 27 20:57:32 +0000 2025","499","@ryotxt46 @dyorvest @txtdrjkt Pejabat terkait pelanggaran HAM masa lalu seperti Prabowo Subianto (eks-Kopassus kini Presiden) Bambang Kristiono dan Chairawan K. Nusyirwan dari Tim Mawar diduga jadi hambatan Indonesia masuk ICC karena takut dituntut. Masuk ICC bisa tarik investor tak hanya pabrik tapi","1905363581845073932","","ryotxt46","in","wherever you are","154","12","163","https://x.com/grok/status/1905363581845073932","1720665183188922368","grok"
"1905360906965696651","Thu Mar 27 20:46:55 +0000 2025","0","Jakarta Presiden RI Prabowo Subianto rayakan gol yang berhasil dicetak Ole Romeny pada laga Kualifikasi Piala Dunia 2026 Indonesia vs Bahrain. https://t.co/WFmaZFK8nr","1905360908932768211","","bugiswarta","in","Bone, Sulawesi Selatan","0","1","0","https://x.com/bugiswarta/status/1905360908932768211","3305634234","bugiswarta"
"1905349215397556711","Thu Mar 27 20:00:27 +0000 2025","0","Indonesian President Prabowo Subianto is facing growing public anger over his domestic policies and concern among Indonesia s foreign policy elite. And yet he appears to be taking neither seriously so far @JoshKurlantzick &amp; Abigail McGowan write. https://t.co/SDxX1z5X96","1905349215397556711","","","en","Around the world.","0","0","0","https://x.com/WPReview/status/1905349215397556711","15462819","WPReview"
"1905277919465021584","Thu Mar 27 19:36:07 +0000 2025","0","@obbyirawan @txtdrjkt Prabowo Subianto presiden saat ini hingga 2029 bisa maju lagi. Calon potensial penggantinya adalah Anies Baswedan Ganjar Pranowo dan Gibran Rakabuming Raka berdasarkan pencalonan sebelumnya. Ganjar menonjol karena dukungannya pada reformasi polisi isu yang relevan di tengah","1905343090786709892","","obbyirawan","in","wherever you are","0","0","1","https://x.com/grok/status/1905343090786709892","1720665183188922368","grok"
"1904896100592676907","Thu Mar 27 19:30:33 +0000 2025","0","@gg_02022020 @prabowo Prabowo tidak ada wibawa dan kepercayaan mudah sekali utk menggulingkan pemerintahan presiden Prabowo penasehat politik Prabowo Subianto kurang cerdas menganalisa politik tingkat tinggi","1905341690917126276","","36Dpib12339","in","","0","0","0","https://x.com/36Dpib12339/status/1905341690917126276","1780126233445195776","36Dpib12339"
"1904896100592676907","Thu Mar 27 19:30:21 +0000 2025","0","@gg_02022020 Sangat mungkin ini permainan elit politik tingkat tinggi di duga ada misi khusus menjungkirbalikkan Prabowo Subianto dampak chaos masal ini @prabowo sebagai presiden kehilangan dua pilar sekaligus yakni wibawa dan kepercayaan rakyat Indonesia ketika","1905341641298436602","","gg_02022020","in","","0","2","0","https://x.com/36Dpib12339/status/1905341641298436602","1780126233445195776","36Dpib12339"
"1905337086401827087","Thu Mar 27 19:23:31 +0000 2025","0","Of course avoiding a w@r cr1m1nal like Prabowo Subianto to win on both 2014 and 2019 election was the better choice. But in retrospect the fact that we're just delaying all of these problems for 10 yrs instead of actually eradicating the chance for it from happening just sucks.","1905339923613581402","","stephvalentina_","en","Jakarta Capital Region","0","0","0","https://x.com/stephvalentina_/status/1905339923613581402","3883022652","stephvalentina_"
"1905262477795098964","Thu Mar 27 19:09:00 +0000 2025","0","@prabowo sekarang posisinya rakyat Indonesia mahasiswa dengan aparat berdiri saling bermusuhan para politikus sukses membenturkan aparat dan rakyat sbg penguasa otoritas tertinggi pak Prabowo Subianto punya power utk mengatasi keadaan.","1905336267694571730","","36Dpib12339","in","","0","0","0","https://x.com/36Dpib12339/status/1905336267694571730","1780126233445195776","36Dpib12339"
"1905275210624127406","Thu Mar 27 19:04:23 +0000 2025","0","@Boediantar4 @prabowo @bang_dasco @fadlizon Apakah ini yg di pidatokan oleh presiden Prabowo Subianto untuk meringankan beban rakyat kecil dan menyita aset koruptor tapi justru di nodai oleh alat negara yg bliau pimpin","1905335106702901666","","Boediantar4","in","","0","0","0","https://x.com/TotokSembiyan12/status/1905335106702901666","1486850976770576384","TotokSembiyan12"
"1905259683507839267","Thu Mar 27 14:04:41 +0000 2025","1","Dalam Rangka Mendukung Program Astacita Bapak Presiden RI Prabowo Subianto Polri khususnya Polsek Pasongsongan Polres Sumenep Polda Jatim terus berkomitmen dalam mendukung ketahanan pangan. Bhabinkamtibmas Desa Lebeng Barat Polsek Pasongsongan Polres https://t.co/obfqNYrcMK","1905259683507839267","https://pbs.twimg.com/media/GnDXlZsagAAy1rB.jpg","","in","Wilayah Giligenting","0","1","0","https://x.com/sek_gili/status/1905259683507839267","1109049454710054912","sek_gili"
"1905257907815624861","Thu Mar 27 13:57:37 +0000 2025","1","Done bukankah Pak Menag satu dari lima Menteri terbaik 100 hari pemerintahan Prabowo Subianto?","1905257907815624861","","","in","Bekasi Timur, Indonesia","0","0","0","https://x.com/SUmmat24/status/1905257907815624861","1706540488789229568","SUmmat24"
